id	name	category1	category2	category3	category4
2923	Kanister za grejanje laparoskopa	09 - Instrumenti za višekratnu upotrebu			
2924	Kanister za terapiju rana vakuumom	10 - Medicinska sredstva za jednokratnu upotrebu			
2925	Kapa za EEG	09 - Instrumenti za višekratnu upotrebu			
2926	Kapa za EEG, set	09 - Instrumenti za višekratnu upotrebu			
2927	Kapa za fiksiranje adaptera za kanilu, za neinvazivnu inhalaciju	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu		
2928	Kapa za neinvazivnu mehaničku ventilaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
2929	Kapa za neinvazivnu mehaničku ventilaciju, pedijatrijska, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2930	Kapa za neinvazivnu mehaničku ventilaciju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2931	Kapa za terapiju kiseonikom pod pritiskom	10 - Medicinska sredstva za jednokratnu upotrebu			
2932	Kapa za terapiju kiseonikom pod pritiskom, pedijatrijska, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2933	Kapa za terapiju kiseonikom pod pritiskom, set	10 - Medicinska sredstva za jednokratnu upotrebu			
2934	Kapi za oči, za sve vrste kontaktnih sočiva	08 - Oftalmološka i optička medicinska sredstva			
2935	Kapi za uho, za rastvaranje viška cerumena	10 - Medicinska sredstva za jednokratnu upotrebu			
2936	Kapi za vlaženje i negu oka	08 - Oftalmološka i optička medicinska sredstva			
2937	Kapi za vlaženje oka	08 - Oftalmološka i optička medicinska sredstva			
2938	Kapica dentalnog implanta	03 - Dentalna medicinska sredstva			
2939	Kapica dentalnog implanta za uzimanje otiska, prenosnik	03 - Dentalna medicinska sredstva			
2940	Kapica dentalnog implanta, privremena	03 - Dentalna medicinska sredstva			
2941	Kapica dentalnog implanta, za zarastanje	03 - Dentalna medicinska sredstva			
2942	Kapica instrumenta za irigaciju ležišta kosti	09 - Instrumenti za višekratnu upotrebu			
2943	Kapica kertridža sistema za aplikaciju koštanog cementa	09 - Instrumenti za višekratnu upotrebu			
2944	Kapica prenosnika dentalnog implanta, za uzimanje otiska	03 - Dentalna medicinska sredstva			
2945	Kapica suprastrukture dentalnog implanta za uzimanje otiska, prenosnik	03 - Dentalna medicinska sredstva			
2946	Kapica suprastrukture dentalnog implanta, set	03 - Dentalna medicinska sredstva			
2947	Kapica suprastrukture dentalnog implanta, za zarastanje	03 - Dentalna medicinska sredstva			
2948	Kapica za implant srednjeg uha, za zarastanje	10 - Medicinska sredstva za jednokratnu upotrebu			
2949	Kapica za injekcioni sistem bez igle	10 - Medicinska sredstva za jednokratnu upotrebu			
2950	Kapica za konektor pejsmejkera	10 - Medicinska sredstva za jednokratnu upotrebu			
2951	Kapica za pejsing elektrodu	01 - Aktivna implantabilna medicinska sredstva			
2952	Kapica za pejsing elektrodu, set	01 - Aktivna implantabilna medicinska sredstva			
2953	Kapica za transfer set za peritonealnu dijalizu	10 - Medicinska sredstva za jednokratnu upotrebu			
2954	Kapica za troakar, zaptivna, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2955	Kapica za troakar, zaptivna, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2956	Kapica za zatvaranje špriceva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2957	Kapica, deo sistema za brahiterapiju	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2958	Kapica, endoskopska	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu		
2959	Kapica, zaptivna, za evakuator, urologija	09 - Instrumenti za višekratnu upotrebu			
2960	Kapica, zaptivna, za kanister za grejanje laparoskopa	10 - Medicinska sredstva za jednokratnu upotrebu			
2961	Kapilara za IVF, za čuvanje vitrifikovanih embriona i oocita	10 - Medicinska sredstva za jednokratnu upotrebu			
2962	Kapilara za uzorkovanje arterijske krvi, sa heparinom, set	06 - "In vitro" dijagnostička medicinska sredstva			
2963	Kapilara za uzorkovanje krvi, bez aditiva	06 - "In vitro" dijagnostička medicinska sredstva			
2964	Kapilara za uzorkovanje krvi, sa aditivom	06 - "In vitro" dijagnostička medicinska sredstva			
2965	Kapilara za uzorkovanje krvi, sa ili bez aditiva	06 - "In vitro" dijagnostička medicinska sredstva			
2966	Kapilara za uzorkovanje krvi, sa ili bez antikoagulansa	06 - "In vitro" dijagnostička medicinska sredstva			
2967	Kapilarni dijalizator sa sintetskom membranom	10 - Medicinska sredstva za jednokratnu upotrebu			
2968	Kapilarni dijalizator sa sintetskom membranom, plazmafereza	10 - Medicinska sredstva za jednokratnu upotrebu			
2969	Kapilarni dijalizator, za hemodijafiltraciju, sa sintetskom membranom	10 - Medicinska sredstva za jednokratnu upotrebu			
2970	Kapnometar	05 - Bolnička, aparaturna oprema			
2971	Kapsula za ispitivanje prohodnosti gastrointestinalnog trakta	10 - Medicinska sredstva za jednokratnu upotrebu	05 - Bolnička, aparaturna oprema		
2972	Kapsule za detoksikaciju, matični mleč i zeolit	10 - Medicinska sredstva za jednokratnu upotrebu			
2973	Kapsule za detoksikaciju, zeolit	10 - Medicinska sredstva za jednokratnu upotrebu			
2974	Kapsule za kontrolu i prevenciju bakterijskih urinarnih infekcija	10 - Medicinska sredstva za jednokratnu upotrebu			
2975	Kardiovaskularna zakrpa	07 - Neaktivna implantabilna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
2976	Kardiovaskularna zakrpa, biološka	07 - Neaktivna implantabilna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
2977	Kartica za bežičnu komunikaciju, za radnu stanicu za infuzione pumpe	01 - Aktivna implantabilna medicinska sredstva			
2978	Kartica za kalibraciju, za sistem za drenažu likvora	09 - Instrumenti za višekratnu upotrebu			
2979	Kartica za uzorkovanje krvi, neonatologija	06 - "In vitro" dijagnostička medicinska sredstva			
2980	Kaseta aparata za terapiju rana negativnim pritiskom	10 - Medicinska sredstva za jednokratnu upotrebu			
2981	Kaseta sa fosfornom folijom za kompjuterizovanu radiografiju	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2982	Kaseta sa fosfornom folijom za mamografiju, kompjuterizovana radiografija	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2983	Kaseta sa nosačem za kompjuterizovanu radiografiju	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2984	Kaseta sa pločom, za rendgen film za razvijanje	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2985	Kaseta sa pločom, za rendgen film za razvijanje, za mamografiju	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2986	Kaseta za infuzionu pumpu	10 - Medicinska sredstva za jednokratnu upotrebu			
2987	Kaseta za kompjuterizovanu radiografiju	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2988	Kaseta za mamografiju, kompjuterizovana radiografija	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
2989	Kaseta za sterilizaciju	09 - Instrumenti za višekratnu upotrebu			
2990	Kaseta za sterilizaciju dentalnih instrumenata	03 - Dentalna medicinska sredstva			
2991	Kaseta za sterilizator, sa vodonik peroksidom	05 - Bolnička, aparaturna oprema	10 - Medicinska sredstva za jednokratnu upotrebu		
2992	Kaseta za zagrevanje infuzionih rastvora	10 - Medicinska sredstva za jednokratnu upotrebu			
2993	Kašika za aplikovanje fluora, dentalna	03 - Dentalna medicinska sredstva			
2994	Kašika za aplikovanje gela, dentalna	03 - Dentalna medicinska sredstva			
2995	Kašika za uterus, hirurški instrument, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2996	Kašika za uzimanje otiska, dentalna	03 - Dentalna medicinska sredstva			
2997	Kašika za uzimanje otiska, ortodontska	03 - Dentalna medicinska sredstva			
2998	Kašika, hirurški instrument, abdominalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
2999	Kašika, hirurški instrument, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3000	Kašika, hirurški instrument, ginekologija i urologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3001	Kašika, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3002	Kateter aparata za grejanje i hlađenje pacijenta	10 - Medicinska sredstva za jednokratnu upotrebu			
3003	Kateter i kesa za drenažu u hirurgiji, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3004	Kateter igla za drenažu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3005	Kateter igla, uvodna, translumbalni aortni set	10 - Medicinska sredstva za jednokratnu upotrebu			
3006	Kateter igla, za drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3007	Kateter implantabilne infuzione pumpe	01 - Aktivna implantabilna medicinska sredstva			
3008	Kateter implantabilne infuzione pumpe, set	01 - Aktivna implantabilna medicinska sredstva			
3009	Kateter intrauterini, za histerosalpingografiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3010	Kateter intrauterini, za histerosalpingografiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3011	Kateter intrauterini, za histerosalpingosonografiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3012	Kateter intrauterini, za histerosalpingosonografiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3013	Kateter seta za traheobronhijalnu aspiracionu biopsiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3014	Kateter seta za traheobronhijalnu aspiracionu biopsiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3015	Kateter seta za traheobronhijalnu sukciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3016	Kateter uvodnik katetera za drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3017	Kateter uvodnik katetera za drenažu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3018	Kateter uvodnik, nevaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3019	Kateter uvodnik, nevaskularni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3020	Kateter uvodnik, vaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3021	Kateter uvodnik, vaskularni, set	01 - Aktivna implantabilna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
3022	Kateter uvodnik, za endotrahealnu intubaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3023	Kateter uvodnik, za postavljanje pejsing elektrode	01 - Aktivna implantabilna medicinska sredstva			
3024	Kateter uvodnik, za postavljanje pejsing elektrode, set	01 - Aktivna implantabilna medicinska sredstva			
3025	Kateter vodič za IVF, za embriotransfer	10 - Medicinska sredstva za jednokratnu upotrebu			
3026	Kateter vodič, kardiovaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3027	Kateter vodič, kardiovaskularni, set	01 - Aktivna implantabilna medicinska sredstva			
3028	Kateter vodič, neurovaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3029	Kateter vodič, neurovaskularni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3030	Kateter vodič, nevaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3031	Kateter vodič, nevaskularni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3032	Kateter vodič, spoljašnji, za postavljanje pejsing elektrode	01 - Aktivna implantabilna medicinska sredstva			
3033	Kateter vodič, unutrašnji, za postavljanje pejsing elektrode	01 - Aktivna implantabilna medicinska sredstva			
3034	Kateter vodič, vaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3035	Kateter vodič, vaskularni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3036	Kateter vodič, za postavljanje pejsing elektrode	01 - Aktivna implantabilna medicinska sredstva			
3037	Kateter vodič, za postavljanje pejsing elektrode, set	01 - Aktivna implantabilna medicinska sredstva			
3038	Kateter za abdominalnu drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3039	Kateter za angiografiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3040	Kateter za angiografiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3041	Kateter za aspiraciju tromba	10 - Medicinska sredstva za jednokratnu upotrebu			
3042	Kateter za aspiraciju tromba, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3043	Kateter za aspiraciju tromboembolusa	10 - Medicinska sredstva za jednokratnu upotrebu			
3044	Kateter za aspiraciju tromboembolusa, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3045	Kateter za aterektomiju i trombektomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3046	Kateter za aterektomiju i trombektomiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3047	Kateter za aterektomiju, sistem	10 - Medicinska sredstva za jednokratnu upotrebu			
3048	Kateter za bilijarnu drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3049	Kateter za bilijarnu drenažu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3050	Kateter za brahiterapiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3051	Kateter za cerebrospinalni šant	10 - Medicinska sredstva za jednokratnu upotrebu			
3052	Kateter za cistometriju	10 - Medicinska sredstva za jednokratnu upotrebu			
3053	Kateter za denervaciju bubrega	10 - Medicinska sredstva za jednokratnu upotrebu			
3054	Kateter za dijagnostiku oboljenja gastrointestinalnog trakta, anorektalni	10 - Medicinska sredstva za jednokratnu upotrebu			
3055	Kateter za dijagnostiku oboljenja gastrointestinalnog trakta, ezofagealni	10 - Medicinska sredstva za jednokratnu upotrebu			
3056	Kateter za drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3057	Kateter za drenažu bubrega	10 - Medicinska sredstva za jednokratnu upotrebu			
3058	Kateter za drenažu bubrega, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3059	Kateter za drenažu likvora, atrijalnoperitonealni	07 - Neaktivna implantabilna medicinska sredstva			
3060	Kateter za drenažu likvora, atrijalnoperitonealni, set	07 - Neaktivna implantabilna medicinska sredstva			
3061	Kateter za drenažu likvora, lumboperitonealni	07 - Neaktivna implantabilna medicinska sredstva			
3062	Kateter za drenažu likvora, lumboperitonealni, set	07 - Neaktivna implantabilna medicinska sredstva			
3063	Kateter za drenažu likvora, peritonealni	07 - Neaktivna implantabilna medicinska sredstva			
3064	Kateter za drenažu likvora, peritonealni, set	07 - Neaktivna implantabilna medicinska sredstva			
3065	Kateter za drenažu likvora, sa lekom, lumboperitonealni	07 - Neaktivna implantabilna medicinska sredstva			
3066	Kateter za drenažu likvora, sa lekom, lumboperitonealni, set	07 - Neaktivna implantabilna medicinska sredstva			
3067	Kateter za drenažu likvora, sa lekom, peritonealni	07 - Neaktivna implantabilna medicinska sredstva			
3068	Kateter za drenažu likvora, sa lekom, peritonealni, set	07 - Neaktivna implantabilna medicinska sredstva			
3069	Kateter za drenažu likvora, sa lekom, set	07 - Neaktivna implantabilna medicinska sredstva			
3070	Kateter za drenažu likvora, sa lekom, ventrikularni	07 - Neaktivna implantabilna medicinska sredstva			
3071	Kateter za drenažu likvora, sa lekom, ventrikularni, set	07 - Neaktivna implantabilna medicinska sredstva			
3072	Kateter za drenažu likvora, ventrikularni	07 - Neaktivna implantabilna medicinska sredstva			
3073	Kateter za drenažu likvora, ventrikularni, set	07 - Neaktivna implantabilna medicinska sredstva			
3074	Kateter za drenažu, sa iglom	10 - Medicinska sredstva za jednokratnu upotrebu			
3075	Kateter za drenažu, sa iglom, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3076	Kateter za drenažu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3077	Kateter za drenažu, ureteralni	10 - Medicinska sredstva za jednokratnu upotrebu			
3078	Kateter za drenažu, ureteralni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3079	Kateter za eksternu drenažu i praćenje likvora	10 - Medicinska sredstva za jednokratnu upotrebu			
3080	Kateter za eksternu drenažu i praćenje likvora, lumbalni	10 - Medicinska sredstva za jednokratnu upotrebu			
3081	Kateter za eksternu drenažu i praćenje likvora, lumbalni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3082	Kateter za eksternu drenažu i praćenje likvora, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3083	Kateter za eksternu drenažu i praćenje likvora, ventrikularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3084	Kateter za eksternu drenažu i praćenje likvora, ventrikularni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3085	Kateter za eksternu drenažu likvora, lumbalni	10 - Medicinska sredstva za jednokratnu upotrebu			
3086	Kateter za eksternu drenažu likvora, lumbalni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3087	Kateter za eksternu drenažu likvora, ventrikularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3088	Kateter za eksternu drenažu likvora, ventrikularni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3089	Kateter za ekstrakciju kamena iz bilijarnog trakta	10 - Medicinska sredstva za jednokratnu upotrebu			
3090	Kateter za ekstrakciju kamena iz urinarnog trakta	10 - Medicinska sredstva za jednokratnu upotrebu			
3091	Kateter za embolektomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3092	Kateter za endotrahealnu sukciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3093	Kateter za enteralnu ishranu, perkutani, gastrojejunostoma	10 - Medicinska sredstva za jednokratnu upotrebu			
3094	Kateter za enteralnu ishranu, perkutani, gastrojejunostoma, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3095	Kateter za enteralnu ishranu, perkutani, gastrostoma	10 - Medicinska sredstva za jednokratnu upotrebu			
3096	Kateter za enteralnu ishranu, perkutani, gastrostoma, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3097	Kateter za enterocistoplastiku	10 - Medicinska sredstva za jednokratnu upotrebu			
3098	Kateter za epiduralnu anesteziju	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
3099	Kateter za epiduralnu anesteziju, set	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
3100	Kateter za hemodijalizu	10 - Medicinska sredstva za jednokratnu upotrebu			
3101	Kateter za hemodijalizu, privremeni	10 - Medicinska sredstva za jednokratnu upotrebu			
3102	Kateter za hemodijalizu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3103	Kateter za hemodijalizu, za dugotrajnu primenu	10 - Medicinska sredstva za jednokratnu upotrebu			
3104	Kateter za holangiografiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3105	Kateter za implantaciju srčane valvule	10 - Medicinska sredstva za jednokratnu upotrebu			
3106	Kateter za infuziju	10 - Medicinska sredstva za jednokratnu upotrebu			
3107	Kateter za infuziju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3108	Kateter za intrakranijalnu revaskularizaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3109	Kateter za intrauterinu inseminaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3110	Kateter za intrauterinu inseminaciju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3111	Kateter za injektovanje kontrastnog sredstva	10 - Medicinska sredstva za jednokratnu upotrebu			
3112	Kateter za irigaciju kolona	10 - Medicinska sredstva za jednokratnu upotrebu			
3113	Kateter za irigaciju kolona, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3114	Kateter za isporuku srčane valvule	10 - Medicinska sredstva za jednokratnu upotrebu			
3115	Kateter za isporuku srčane valvule, sistem	10 - Medicinska sredstva za jednokratnu upotrebu			
3116	Kateter za IVF, za embriotransfer	10 - Medicinska sredstva za jednokratnu upotrebu			
3117	Kateter za IVF, za embriotransfer, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3118	Kateter za kardiohirurgiju, ventrikularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3119	Kateter za kardiohirurgiju, za pulmonalnu arteriju	10 - Medicinska sredstva za jednokratnu upotrebu			
3120	Kateter za kombinovanu spinalnu i epiduralnu anesteziju, set	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
3121	Kateter za kombinovanu trombolitičku terapiju, sistem	10 - Medicinska sredstva za jednokratnu upotrebu			
3122	Kateter za kontinuirano plasiranje lokalnog anestetika	10 - Medicinska sredstva za jednokratnu upotrebu			
3123	Kateter za kontinuiranu blokadu pleksusa i nerva	10 - Medicinska sredstva za jednokratnu upotrebu			
3124	Kateter za kontinuiranu blokadu pleksusa i nerva, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3125	Kateter za krioablaciju, kardiologija	10 - Medicinska sredstva za jednokratnu upotrebu			
3126	Kateter za merenje pritiska, kardiohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu			
3127	Kateter za merenje pritiska, kardiohirurgija, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3128	Kateter za merenje pritiska, vaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
3129	Kateter za monitoring intrakranijalnog pritiska, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3130	Kateter za monitoring pritiska, sa balonom	10 - Medicinska sredstva za jednokratnu upotrebu			
3131	Kateter za nefrostomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3132	Kateter za nefrostomiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3133	Kateter za oksigenaciju, nazalni	10 - Medicinska sredstva za jednokratnu upotrebu			
3134	Kateter za oksimetriju, centralni venski	10 - Medicinska sredstva za jednokratnu upotrebu			
3135	Kateter za optičku koherentnu tomografiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3136	Kateter za perfuziju, kardiovaskularna hirurgija, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3137	Kateter za perfuziju, vaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu			
3138	Kateter za perfuziju, vaskularna hirurgija, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3139	Kateter za peritonealnu dijalizu	10 - Medicinska sredstva za jednokratnu upotrebu			
3140	Kateter za peritonealnu dijalizu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3141	Kateter za perkutanu drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3142	Kateter za perkutanu drenažu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3143	Kateter za perkutanu nefrostomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3144	Kateter za perkutanu nefrostomiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3145	Kateter za plasiranje anestetika	10 - Medicinska sredstva za jednokratnu upotrebu			
3146	Kateter za pleuralnu drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3147	Kateter za pleuralnu drenažu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3148	Kateter za postavljanje pejsing elektrode	01 - Aktivna implantabilna medicinska sredstva			
3149	Kateter za postavljanje pejsing elektrode, set	01 - Aktivna implantabilna medicinska sredstva			
3150	Kateter za postavljanje venskog filtera	10 - Medicinska sredstva za jednokratnu upotrebu			
3151	Kateter za postavljanje vodič žice	10 - Medicinska sredstva za jednokratnu upotrebu			
3152	Kateter za primenu hirurškog adheziva, laparaskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
3153	Kateter za pristup, za perkutanu drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3154	Kateter za privremeni pejsing	10 - Medicinska sredstva za jednokratnu upotrebu			
3155	Kateter za privremeni pejsing, dijagnostički	10 - Medicinska sredstva za jednokratnu upotrebu			
3156	Kateter za radiofrekventnu ablaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3157	Kateter za radiofrekventnu denervaciju bubrega	10 - Medicinska sredstva za jednokratnu upotrebu			
3158	Kateter za sukciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3159	Kateter za sukciju, za gornje respiratorne puteve	10 - Medicinska sredstva za jednokratnu upotrebu			
3160	Kateter za suprapubičnu drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3161	Kateter za suprapubičnu drenažu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3162	Kateter za termoablaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3163	Kateter za torakalnu aspiraciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3164	Kateter za torakalnu aspiraciju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3165	Kateter za torakalnu drenažu	10 - Medicinska sredstva za jednokratnu upotrebu			
3166	Kateter za torakalnu drenažu, sa troakarom	10 - Medicinska sredstva za jednokratnu upotrebu			
3167	Kateter za torakalnu drenažu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3168	Kateter za traheobronhijalnu sukciju	10 - Medicinska sredstva za jednokratnu upotrebu			
3169	Kateter za trombektomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3170	Kateter za trombektomiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3171	Kateter za tromboembolektomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3172	Kateter za tromboembolektomiju, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3173	Kateter za ureterostomiju	10 - Medicinska sredstva za jednokratnu upotrebu			
3174	Kateter za uretrocistometriju	10 - Medicinska sredstva za jednokratnu upotrebu			
3175	Kateter za urodinamska ispitivanja	10 - Medicinska sredstva za jednokratnu upotrebu			
3176	Kateter, arterijski	10 - Medicinska sredstva za jednokratnu upotrebu			
3177	Kateter, arterijski, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3178	Kateter, centralni arterijski	10 - Medicinska sredstva za jednokratnu upotrebu			
3179	Kateter, centralni arterijski, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3180	Kateter, centralni venski	10 - Medicinska sredstva za jednokratnu upotrebu			
3181	Kateter, centralni venski, antimikrobni	10 - Medicinska sredstva za jednokratnu upotrebu			
3182	Kateter, centralni venski, antimikrobni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3183	Kateter, centralni venski, obložen lekom	10 - Medicinska sredstva za jednokratnu upotrebu			
3184	Kateter, centralni venski, obložen lekom, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3185	Kateter, centralni venski, sa filterom	10 - Medicinska sredstva za jednokratnu upotrebu			
3186	Kateter, centralni venski, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3187	Kateter, centralni venski, za hemodijalizu	10 - Medicinska sredstva za jednokratnu upotrebu			
3188	Kateter, dijagnostički, gastroenterologija, set	10 - Medicinska sredstva za jednokratnu upotrebu			
3189	Kateter, elektrofiziološki, ablacioni	10 - Medicinska sredstva za jednokratnu upotrebu			
3190	Kateter, elektrofiziološki, ablacioni, za ezofagus	10 - Medicinska sredstva za jednokratnu upotrebu			
3191	Kateter, elektrofiziološki, dijagnostički	10 - Medicinska sredstva za jednokratnu upotrebu			
3253	Kesa za infuziju pod pritiskom	09 - Instrumenti za višekratnu upotrebu			
3192	Kateter, elektrofiziološki, dijagnostički i ablacioni	10 - Medicinska sredstva za jednokratnu upotrebu			
3193	Kateter, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3194	Kateter, hirurški instrument, urologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3195	Kateter, hirurški instrument, vaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
3196	Kateter, intravenski, periferni	10 - Medicinska sredstva za jednokratnu upotrebu			
3197	Kateter, injekcioni, kardiologija	10 - Medicinska sredstva za jednokratnu upotrebu			
